lotid,parcelvalue
10744471,-2646589.040380743
10744909,840874.7100944865
10744671,975849.0480715975
10745142,983400.771080724
10741463,578622.3992075548
10741478,738450.4054295886
10741127,413033.819190542
10741113,342682.88776542596
10745685,2284140.759654216
10742043,897115.2323914426
10745389,969196.9385732687
10745402,887629.1120591105
10738153,669354.7534334032
10738249,430328.0320558724
10738353,376555.41465812747
10738508,830914.1457911946
10736059,778730.660926107
10736570,-109791.20762297988
10736533,-239588.52449332364
10736583,-267699.93318440346
10736675,-239588.52449332364
10736015,519437.60813105217
11688836,3590046.1813743287
10743619,1369026.5319329645
10744140,1528050.6388044732
10743669,1238603.6194094461
10743876,843488.7890751122
11687535,2530221.4409724455
11686592,3442702.711224345
11686001,2063899.8624970266
10726118,675257.2331593386
10726847,1281443.0151168066
10726940,1505628.5011886624
10726520,521206.83189231803
10725592,341676.8601294657
10736777,3910028.1547709987
10736842,1326843.8611506522
10726363,581683.2332558541
10718002,249974.78673868824
10718004,610608.811482936
10727859,345774.04666376277
10726403,267940.8674084664
10725248,105368.43007744092
10727879,187210.431093454
10735205,310407.70863710134
10735203,535239.7260692546
10735075,276531.4499606513
10735184,509915.139353454
10717834,620668.9926767377
10728195,301888.5523886881
10735780,857172.3555358946
10724429,1281138.5019073752
10734717,437696.7844978502
10735756,327004.4261272036
10754974,1499607.669940623
10718872,272918.99535434187
10718866,279508.6617387231
10728342,174266.74808306247
10724469,827127.4127299583
10727483,246882.19874537492
10724193,1299446.5082702925
10728395,42077.21880372346
10735903,502985.1950096705
10718396,524555.5852532516
10725371,500733.8195967304
10718355,101342.67719750304
10717609,402547.8847336412
10735535,648779.3249370364
10734903,381261.8626049561
10718323,561713.1757239716
10717285,148054.41623205156
10735557,476641.25493670045
10712998,380765.9689609546
10723585,-54487.31201975269
10735515,434015.28038400545
10723573,353667.62132952805
10735460,663590.3878208409
10729960,21190.691090704408
10729948,21190.691090704408
10712959,460749.1681858643
10735667,1325173.5510549345
10732967,577890.9719116805
10729930,436679.32838277286
10723366,315467.75068078015
10723475,356467.5233396813
10732424,695379.7759052864
10733863,558640.0438366819
10718567,476797.8400693359
10722988,428718.7084247492
10728872,158704.75300728367
10729117,209769.7324063821
10724824,88582.18675915338
10723092,239209.63895734237
10723312,524384.7130738096
10722995,369498.3809391714
10729722,238943.7586250254
10712850,268264.47155405587
10729656,188218.4027070962
10729356,339427.00042965985
10732478,505009.70341989025
10723219,829240.0839212686
10728663,385388.6522201218
10734202,344140.26107771706
10724088,721033.8209152932
10722333,43590.02788346214
10733681,259186.19870611944
10729261,639655.4116275852
10718642,200873.52824743406
10729407,111950.0966972867
10712715,138590.8755662914
10753747,1436678.9654718903
10757133,255160.49525573227
10753123,857469.197447513
10729267,263976.10960693005
10719175,115366.9392700548
10730275,208589.03788475378
10730260,394296.1969869181
10712555,274866.5032658666
10733535,346293.79307600297
10722924,294315.27701430756
10732775,604224.4897108091
10757161,217143.70993430424
10753534,770583.1906875741
10753496,533688.2796016693
10756764,304958.08344722865
10757053,206007.33285226254
10716523,207270.01259192696
10722894,160547.40866395307
10757250,642505.2377631075
10758844,448929.9869997193
10716693,46457.3499007324
10731178,917166.7532297382
10733627,365867.65939768037
10731152,352654.7844056471
10730970,349591.39709234773
10756778,255512.2387153501
10757445,304476.5508024354
10756957,83690.06671473593
10733380,675476.350129246
10716421,73965.38736167166
10721673,90060.75029470213
10733401,638133.5849472465
10759679,953161.359116694
10733361,769432.5869703982
10731282,403210.3212411027
10719534,415169.26746213296
10758889,215365.48735304968
10730395,414236.55292485177
10757119,164242.9762890658
10716327,271523.91159964266
10716212,283855.1389902483
10757117,491660.2107890627
10716316,222932.5372091576
10757494,431716.8152695261
10760024,850305.1888144629
10758266,385338.3541680459
10757758,216643.60200918047
10711792,175236.13002385467
11078404,496206.4060149409
10730772,469024.94528294425
10721874,371350.39328472235
10719831,183421.69654730638
10715538,166593.2732306897
10759278,652472.6970663611
10721556,168503.65566447144
10715984,507159.1914289461
10722290,620681.8816515118
10721533,170142.8937201132
10715997,26628.55277848174
10759918,733038.7467764777
10759010,537243.78368071
10759917,731655.4626198929
10757699,447355.2287879322
10715629,61063.33832764556
10712139,478650.86007043405
10758975,616550.6130516492
10730860,-3900.8767666937783
10759254,850561.507994854
10792145,-88993.70032591186
10758408,403208.99466953357
10759189,1187035.8088917169
10715083,436972.28199875593
10722184,77118.53914871963
10722124,-80790.18641270511
10759213,1153899.8435712662
10720818,406275.7047535763
10791974,163558.58363860997
10809352,1840872.191513428
10721226,-83616.66400524089
10721969,260009.32751346048
11079867,4378771.502267641
11079290,287703.5687440098
11078304,208263.66997823206
10790935,-52892.12999427691
10790893,322705.6527703915
10721389,212173.66826748673
10809365,1119089.3684870128
10790927,294273.113736985
10790898,136364.38817556074
10720675,484841.3933834847
10809508,637676.3988839331
10712267,402125.5028874931
10792537,84099.96406013379
11078063,391765.8053310113
11078080,291158.40108333086
10714535,270650.8352429993
10715332,230191.36840581882
10809730,91773.94620271958
10791398,422001.9222687149
10808805,317942.6464368409
11079813,439826.34237498697
10714290,153809.87807413645
11077155,237899.02543655928
10769791,-71762.87003255461
10808792,97739.50947237434
11079582,109526.94887732941
10792655,323511.1429642577
10792643,190331.05837109883
11077410,236156.38332857314
10714254,489483.15847747313
10789458,348994.8371104343
11079595,334088.8389601797
11096318,-232394.11798556254
11096260,-232394.11798556254
11096342,-73697.83186822326
10791809,177473.55140346836
10811799,1014563.8296048964
10810229,288791.1810520765
11077913,-143235.80554809712
10769863,363364.619629806
10808213,39393.21252638905
11079663,283702.91598015314
10810308,436169.9780090023
10770489,-16417.084204395884
11096054,261464.29121084325
11077603,47929.59033006668
10792339,264515.89589424187
11085861,95289.2941372352
11077670,328418.72339481476
10793763,236311.2486481847
10793443,96001.91170732502
10810335,343469.86945306277
10793295,9268.164573299
10793273,229382.35274981929
11085856,144452.6611625263
11085926,54413.18082071276
11096205,-75867.22000714776
10792911,164418.64286853513
10792224,-12192.890910273418
10792180,223369.6098916852
10810354,429864.62540311075
10794281,110878.96088396607
10793700,109012.69682880247
11087486,115844.29155552265
11087901,144639.16298224783
11087683,-41212.757562305196
11095825,27389.18798366771
11095882,-136983.78069879545
10791039,336509.143922983
10808170,912760.1303525129
10792936,130390.51205671718
10793993,105786.04168943095
10793608,221924.3990879528
10793529,232492.22207411204
11076396,-56048.81345637154
10794964,-32123.365519420244
10807917,850062.6055284521
11087328,362594.2698049417
11087361,362594.2698049417
10807891,311638.04658668407
10807894,345374.8986875692
11087389,-11445.85376269836
11076462,1580.1721846814035
11087232,6285.077837227727
10809941,721562.1716796092
11087110,-4077.622983266483
11076630,36183.234969971294
11095106,-95115.05429956468
10818293,426945.0201644524
10769297,253526.4530469317
10771537,404168.86490666296
10771536,247400.88813130488
11094718,135039.65908641554
11086843,12452.257823693217
11086854,220961.2409325629
10790157,448391.3107784493
11095241,285219.89488551207
10811122,683009.8483335697
10768707,217661.68631865538
11094753,-61410.52302738454
11094760,1489.8875010914635
11087028,63036.865761437046
11076224,250878.80805828952
10769046,33360.90894123097
11071354,264095.717753234
11095059,291395.5637101806
11087155,-34711.133903019014
10794766,471908.6604552281
11096686,29312.8284756348
11096756,-22435.60140632768
11071390,421052.1638585838
11086589,112730.3773890562
11086545,63650.61434690264
10768425,44354.51427352859
10794737,453924.5156991406
10806735,1313172.0457036854
11096978,131999.52259363554
11097082,916094.4690695032
11070920,192083.7717797326
10767893,282690.30721736455
10772018,269655.36480074015
10806484,246436.6969652449
11097492,113229.44797697506
10771685,234216.77629497036
10772036,119566.15640687471
10796208,561462.822228288
10806659,159286.58828841127
10812186,1682381.645073121
10771650,91991.03364950576
10768236,518052.17378025677
10795916,305075.5522768042
10771621,144857.2207290753
11070831,664315.1631369746
10795906,207987.96874744166
10768188,226837.57311044488
10767786,231181.93997740833
10806541,841215.0907946131
10772250,316003.74962770613
10773223,137569.71327509842
10767070,191942.5009104595
10806592,781091.7418683281
10812133,558135.2518345902
10796109,566316.5464264167
10773198,137777.75081297144
10767622,360076.1694723659
11071215,406942.4422995241
11085243,399807.9069875817
11085313,166309.60611365543
10788715,219108.14937362104
11071253,424892.98847696907
11098226,147522.861762101
10795207,139862.27599682973
10788585,269010.53424302494
11085052,272414.63173217094
11085064,250387.2165667746
11085115,250387.2165667746
11071196,241172.06082340592
10772961,416319.3489320175
10772569,17567.54763317085
10772545,17567.54763317085
10806613,651527.3995066428
11072247,345671.57427045226
10811983,1145986.58390507
10772840,244777.5796363199
10772522,219551.19451465766
11072260,165612.42958758137
10772426,-65590.90674574766
10773000,394928.9814929456
10806917,678584.6931326482
10811997,670291.9260145652
10767183,532840.2757958238
11068267,282315.83718885435
11068401,460207.467178283
10767527,285443.62033154664
10767406,604517.1024810151
10773349,-102234.84687032271
10773372,55673.878691102145
10767558,893842.1326430123
10767515,150087.8952803858
10806883,607013.5250503703
10767412,214849.63189890195
10787086,241724.15522734838
11068378,331482.7931801856
10786959,158877.2252663707
11069471,381273.4509337335
11084858,83912.54074845946
10767383,217234.7875745693
10811977,901120.5529613448
10796543,576855.0080372774
11084795,170743.6699995633
11072180,745927.5554566684
10766414,107808.80677099043
10811934,558120.848146105
10796569,672092.9348142947
10765623,582385.4005322327
11088561,144869.96032793022
10765557,212909.0902302877
10765705,277123.0492577749
10765566,213247.62543145329
10766567,420031.5529405203
10787416,620974.820454159
11072165,643462.754329018
10765811,173147.9047540527
11098817,168511.24420646933
10766380,462817.45795653894
10765543,243803.3951177845
11099275,206363.82869482046
10766369,244695.71808608982
10796604,572800.3816790915
10766366,239636.86995148065
10787168,698078.938412886
11069668,11821.258941399748
11098755,202375.80235387123
11072042,697207.0391224012
10787847,356618.04499489034
10766000,681800.0333803975
11099239,106312.07824168407
11068525,906120.3345405366
10774057,188741.1666780868
10774160,-164512.98151543806
10774446,182030.1385599975
10774427,190955.7635903692
10774409,227486.78610967234
10805954,932151.3225238135
10814855,665253.0531209606
11068862,1235734.4889179645
10774188,247752.27557000396
11099085,49019.756797568174
11069061,213969.33745336428
11099122,275745.5057857141
10786472,336521.2216547731
10786484,192932.95272510074
10784744,7889.724680637009
10815088,465602.1737376535
11069058,127329.45176386274
11099700,810274.9708434704
10774741,271236.33924381435
10774251,76033.74637670413
