lotid,parcelvalue
11614222,635792.5578001463
11555888,614474.1716863842
13052987,196317.73875770066
12448473,182963.17823492357
12559155,135488.25288398366
10725371,570409.4540625478
10803706,59194.9054936411
12014726,1447249.3334307293
11096205,146132.88175598904
11619184,1539415.86874825
12095203,511253.7660712167
10814735,1623520.123574608
10846119,326164.1175338784
10792339,273312.805019867
11342880,259550.27322001487
11164820,84270.34175445884
11179859,548033.1259725763
10869776,786903.8500475505
11662161,4283040.478760264
10964688,172979.68459606596
11989457,546401.1186032061
10813862,776356.4793176813
10852312,34866.13978830585
10807894,262505.2563127349
10910934,462418.0107149931
11667598,2235600.813162083
10721874,345166.02538586606
10796569,914946.7629342133
11168377,140097.10997512343
11093237,436210.6463376927
10805003,166974.57659028197
10716693,219769.72655056487
10718567,669257.7558926055
11089415,388936.34632482263
11012619,236155.0684643846
12071829,709500.112297059
10724824,240526.24690911366
12122623,568623.13911608
10963116,437054.5528596857
11077670,296740.7800524047
12103331,250508.09610853106
10788715,333733.6819685849
11516907,189684.79133393883
10804010,201841.82262815122
11095106,75950.44017698988
10855852,1237819.1159260795
12015927,177978.9395864813
10843039,331112.49767902214
11525034,864176.0726320446
10728342,65921.88806003361
11609689,876282.2000735297
11088869,54865.882964442426
10765811,189110.80919547862
11687535,1597047.2145007865
11691487,1919592.3236763303
10897043,377129.3761022592
10836781,200841.7024853984
11078803,708607.6391930172
12103791,182893.0809702528
11040560,154076.6679414179
10969602,193706.3925142489
11989081,1884625.1519113155
11166769,20199.077658729162
10763210,341149.5540228323
10806659,325240.4434912449
10812133,717081.7270083234
10833846,27437.744201831287
12624177,731759.3303530922
10735903,455809.46670870436
10850432,-10886.14470394759
12171628,537961.905873128
12076783,594171.2869017727
11781377,792255.4670921031
12457226,95448.2865945475
10816474,1454483.0824244455
12052604,385927.71654653206
10735075,391645.4953580588
11965726,325568.517508172
11147659,288611.51098575076
11595745,1922240.981347809
11816452,54690.50431497843
11104358,112207.07423177396
11171749,1516563.9825562728
10813208,2472021.6184510784
11088903,67613.36420007522
11668734,2110647.4101960557
12614441,386234.616687196
11871851,406791.56220724905
10817435,1400685.205676891
10823231,141713.07672422938
12514802,498710.55617009336
10767383,366576.8950975193
10735460,747105.7994425301
11142020,688850.5952726081
